id,name
1289,"Colloids and Surface A Physicochem Eng Aspects"
357,"Colloids and surfaces"
1269,"Colloids and Surfaces A: Physicochemical and Engineering Aspects"
518,"Colloids and Surfaces B: Biointerfaces"
2133,"Colorado State University"
2515,"Colum. Hum. Rts. L. Rev."
2830,"Combustion Science and Technology"
1435,"Commonwealth Department of Health and Family Services, Sydney: Faculty of Law, University of Technology"
1920,"Commun. ACM"
1577,"Commun. Comput. Phys"
130,"Communicating Conflict: Multilingual Case Studies of the News Media. London: Continuum"
2356,"Communication Education"
1221,"Communications in Computational Physics"
1731,"Communications in mathematical physics"
722,"Communications in Nonlinear Science and Numerical Simulation"
1223,"Communications in Numerical Analysis"
832,"Communications in numerical methods in engineering"
3111,"Communications in Theoretical Physics"
371,"Communications of the ACM"
2271,"Comparative Biochemistry and Physiology Part B: Biochemistry and Molecular Biology"
3439,"Comparative Cognition & Behavior Reviews"
353,"Comparative Cytogenetics"
3214,"Comparative Population Studies"
651,"Comparing Local Governance: Trends and Developments"
1302,Complexity
1970,"Composite Structures"
622,"Composites Part B: Engineering"
2477,"Composites Science and Technology"
127,"Comprehensive psychiatry"
2530,"Comprehensive Reviews in Food Science and Food Safety"
1308,"Comprehensive Urban Studies"
438,"Comptes rendus biologies"
2954,"Computational and Applied Mathematics"
1697,"Computational Intelligence"
1059,"Computational intelligence and neuroscience"
812,"Computational Materials Science"
1470,"Computational Mechanics"
279,"Computational Science & Discovery"
1565,"Computational Statistics & Data Analysis"
1592,"Computer Applications in Engineering Education"
10,"Computer Methods in Applied Mechanics and Engineering"
2115,"Computer methods in biomechanics and biomedical engineering"
1360,"Computer Methods in Mechanics"
1973,"Computer Modeling in Engineering and Sciences"
272,"Computer physics communications"
1190,"Computer-Aided Design"
1236,"Computer-Aided Design and Applications"
3579,"Computerized Medical Imaging and Graphics"
1523,"Computers & fluids"
3053,"Computers & Graphics"
435,"Computers & Mathematics with Applications"
141,"Computers & Operations Research"
884,"Computers & Security"
2853,"Computers and electronics in agriculture"
167,"Computers in Human Behavior"
388,"Computing in Science & Engineering"
2361,"Comunicação apresentada no XI Congresso Luso-Afro-Brasileiro, Universidade Federal de Salvador, Brasil"
1926,"Conference on Image and Vision Computing New Zealand, Ivcnz'02, 26-28 November 2002, Auckland, New Zealand"
3066,"Conference Proceeding]//ASA meetings"
2839,"Conferencia pronunciada en el 5º Congreso Internacional de Autismo Europa, Mayo, Barcelona"
2734,CONFIGURATIONS
1380,"Congrès français de mécanique"
642,"Congresso Nacional de Argamassas de Construção"
575,"Conservar Património"
3095,Constraints
743,"Construction and Building Materials"
1392,"Consumption markets & culture"
3536,"Contact Lens and Anterior Eye"
1679,"Contemporary clinical trials"
2437,"Contemporary Educational Psychology"
1918,"Contemporary European History"
892,"Contemporary Politics"
763,"Contemporary Southeast Asia: A Journal of International and Strategic Affairs"
1023,Continuity
3324,"Contrast media & molecular imaging"
938,"Contributions to Mineralogy and Petrology"
1338,"Control Engineering Practice"
1775,"Copenhagen: Boligokonimisk Videncenter"
739,"Coral reefs"
1401,Cornea
2128,"Corporate Governance: An International Review"
1180,"Corros. Eng.(Jpn.)"
191,Corrosion
1158,"Corrosion Engineering"
1039,"Corrosion of Metals in Concrete"
96,"Corrosion Science"
804,"Corrosion, The Journal of Science and Engineering"
560,Cortex
926,"Cortex; a journal devoted to the study of the nervous system and behavior"
2938,"Council for the Central Laboratory of the Research Councils"
2617,"Cretaceous Research"
1142,"Criminal Law Journal"
1130,"Critical care"
74,"Critical Care Medicine"
2564,"Critical Housing Analysis"
3287,"Critical Reviews in Environmental Science and Technology"
2190,"Critical reviews in oncology/hematology"
1485,"Critical Reviews™ in Immunology"
2556,"Crop Science"
2646,"Crop, Forage & Turfgrass Management"
1027,"Crystal growth & design"
2327,"CRYSTAL09 User’s Manual"
2540,CrystEngComm
2612,"CSSA Spec. Publ."
3431,"Cultivos Tropicales"
1291,"Current Agriculture Research Journal"
2738,"Current Biology"
3559,"Current cancer drug targets"
1749,"Current drug abuse reviews"
1612,"Current medical research and opinion"
628,"Current medicinal chemistry"
190,"Current microbiology"
3485,"Current opinion in neurology"
495,"Current opinion in pediatrics"
514,"Current pharmaceutical biotechnology"
387,"Current pharmaceutical design"
2391,"Current Pharmacogenomics and Personalized Medicine (Formerly Current Pharmacogenomics)"
2794,"Current topics in medicinal chemistry"
1356,"Current World Environment"
1987,"Cytometry Part A"
260,Cytotechnology
636,"Daimon Revista Internacional de Filosofia"
93,"Dalton Transactions"
1456,"Danish Conference on Pattern Recognition and Image Analysis"
3483,"Darmstadt (Allemagne): Technical Report"
169,"DARU Journal of Pharmaceutical Sciences"
237,"Daru: journal of Faculty of Pharmacy, Tehran University of Medical Sciences"
2539,"Das Gesundheitswesen"
540,"Decisions in Economics and Finance"
965,"Deep Sea Research Part II: Topical Studies in Oceanography"
2606,"Defence and Peace Economics"
961,"Demarcación Marina Noratlántica. Parte IV. Descriptores del Buen Estado Ambiental. Descriptor"
2307,Demography
2014,"Dentomaxillofacial Radiology"
1515,"Department of Computer Science, Aalborg University"
1413,"der markt"
3178,Desalination
1407,"Desalination and Water Treatment"
3577,"Desenvolvimento curricular"
2915,"Deutsche Gesellschaft für Zerstoerungsfreie Pruefung eV (Hg.): DGZfP-Jahrestagung. Rostock"
2148,Development
1589,"Development and psychopathology"
3005,"Development, growth & differentiation"
2643,"Developmental biology"
740,"Developmental brain research"
1298,"Developmental cell"
113,"Developmental Medicine & Child Neurology"
2762,"Developmental neurobiology"
668,"Developmental neuropsychology"
346,"Developmental neurorehabilitation"
288,"Developmental Psychobiology: The Journal of the International Society for Developmental Psychobiology"
276,"Developmental psychology"
831,"Developmental science"
3398,"DGZfP Jahrestagung"
2494,Diabetes
3144,"Diabetes care"
3531,"Diabetic Medicine"
2548,Diabetologia
3453,"Diagnostic microbiology and infectious disease"
3176,"Digestive diseases"
3381,"Digestive diseases and sciences"
1477,"Digital Virtual Consumption"
2370,"Discrete & Continuous Dynamical Systems-B"
2234,"Discrete & Continuous Dynamical Systems-Series B"
684,"Discrete Mathematics"
3100,"Diseases of aquatic organisms"
3119,"Diseases of the Esophagus"
3268,"Diseases of the esophagus: official journal of the International Society for Diseases of the Esophagus"
1382,Dissertation
1532,"Distribución y Consumo"
1451,"DNA and cell biology"
1521,"Doble Engineering Company"
1244,"Doboku gakkai ronbunshu"
1714,"Doklady Physics"
3396,"Doñana Acta Vertebrata"
645,"Down Syndrome Research and Practice"
1449,"Drug and alcohol dependence"
621,Drugs
381,"Dyes and Pigments"
2440,"Dynamic Systems and Applications"
1447,"Dynamics of Continuous Discrete and Impulsive Systems-Series B-Applications & Algorithms"
2130,"Dynamics of Continuous, Discrete and Impulsive Systems Series B"
2520,"Dynamics of Continuous, Discrete and Impulsive Systems Series B: Applications and Algorithms"
1718,"Dynamics of Continuous, Discrete and Impulsive Systems-B: Applications and Algorithms"
1738,e-Polymers
1478,"Early Childhood Research Quarterly"
412,"Earth and Planetary Science Letters"
511,"Earthquake Engineering & Structural Dynamics"
1575,"Earthquake Spectra"
1114,"Earthquakes and Structures"
3305,EBioscience
3196,ECAI
261,"Ecological economics"
3457,"Ecological engineering"
2089,"Ecological Entomology"
1015,"Ecological Indicators"
2050,"Ecological Modelling"
1046,"Ecological Monographs"
1099,Ecology
3400,"Ecology and behavior of chickadees and titmice an integrated approach. Oxford University Press, Oxford"
1914,"Ecology and evolution"
1012,"Ecology letters"
1169,"Ecology, Environment and Conservation"
2012,"Econometrica: Journal of the Econometric Society"
1800,"Economía Social"
291,"Economic botany"
584,"Economic Development Quarterly"
170,"Economic Journal, forthcoming"
2517,"Economics & Human Biology"
534,"Economics Letters"
2363,"Economics of Education Review"
1710,"Economy Botany"
1460,ECOS
3326,Ecoscience
1933,Ecosphere
1077,Ecosystems
2900,"Ecotoxicology and Environmental Contamination"
1763,"Ecotoxicology and Environmental Safety"
1868,"ECS Transactions"
2459,"Edição ed. Araucária, Paraná, Brasil. p"
224,"Editors & Workshop Chairs"
1786,"Eds. Søren I. Olsen"
550,"Educación Química"
3446,"Een literatuurverkenning"
2253,"Eighth International Symposium on Land Subsidence: Querétaro, Qro., México, International Association of Hydrogeological Sciences"
1939,"Ekonomiaz: Revista vasca de economía"
1604,Ele
2360,"Electric Power Systems Research (EPSR)"
1047,"Electrical engineering in Japan"
1915,Electroanalysis
837,"Electrochemical and solid-state letters"
1324,"Electrochemical Society Proceeding"
829,"Electrochemical Society Proceedings"
319,"Electrochemistry Communications"
1354,"Electrochimica Acta"
3542,"Electroencephalography and Clinical Neurophysiology"
2686,"Electromyography: Physiology, engineering, and noninvasive applications. Hoboken (NJ): John Wiley & Sons, Inc"
3240,"Electron. J. Tech. Acoust"
295,"Electronic Journal of Applied Statistical Analysis"
885,"Electronic Materials Letters"
783,"Electronic Notes in Discrete Mathematics"
2303,Electrophoresis
2934,Elife
1994,"Embrapa Algodão-Documentos (INFOTECA-E)"
1706,"Emerging techniques in drag reduction"
2727,EMF
2742,"Emory International Law Review"
2837,Emotion
721,Empirica
2551,"Encyclopedia of aerospace engineering"
2823,"Encyclopedia of cognitive science"
2967,"Encyclopedia of Inorganic and Bioinorganic Chemistry"
1580,"Encyclopedia of Life Support Systems"
2535,"Encyclopedia of structural health monitoring"
3444,"Endangered Species Research"
2905,"Endocrine pathology"
1378,Endocrinology
3409,"Endodontic Topics"
206,Energy
1229,"Energy & environment"
41,"Energy & Environmental Science"
236,"Energy & fuels"
3054,"Energy Conversion and Management"
418,"Energy Economics"
173,"Energy Policy"
