article_id,journal_name
4264,"Archives of Microbiology"
9253,"Archives of Microbiology"
4401,"Archives of neurology"
6190,"Archives of neurology"
7883,"Archives of neurology"
8040,"Archives of neurology"
3429,"Archives of ophthalmology"
4537,"Archives of oral biology"
6419,"Archives of oral biology"
5719,"Archives of orthopaedic and trauma surgery"
6142,"Archives of pathology & laboratory medicine"
9834,"Archives of pharmacal research"
34,"Archives of physical medicine and rehabilitation"
276,"Archives of physical medicine and rehabilitation"
475,"Archives of virology"
6757,"Archives of virology"
3706,"Archives of women's mental health"
9237,"Archivos de bronconeumologia"
9300,"Archivos de bronconeumologia"
9504,"Archivos de bronconeumologia"
9614,"Archivos de Bronconeumología ((English Edition))"
9128,"Archivos de Bronconeumología (English Edition)"
9641,"Archivos de zootecnia"
7458,"Arq. bras. endocrinol. metab"
7653,"Arquivos brasileiros de cardiologia"
7697,"Arquivos brasileiros de cardiologia"
7743,"Arquivos Brasileiros de Endocrinologia & Metabologia"
4460,"Arquivos de neuro-psiquiatria"
1284,"Arteriosclerosis, thrombosis, and vascular biology"
3160,"Arteriosclerosis, thrombosis, and vascular biology"
3442,"Arteriosclerosis, thrombosis, and vascular biology"
3791,"Arteriosclerosis, thrombosis, and vascular biology"
4046,"Arthritis & Rheumatism"
6443,"Arthritis & Rheumatism: Official Journal of the American College of Rheumatology"
4893,"Arthropod-Plant Interactions"
3402,"Artificial Intelligence"
5227,"Artificial Intelligence"
6119,"Artificial Intelligence"
8730,"Artificial Intelligence"
9705,"Artificial Intelligence"
8208,"Artificial Intelligence Review"
6538,"Artificial organs"
4659,"arXiv preprint arXiv:0802.0527"
102,"arXiv preprint arXiv:0911.0114"
8978,"arXiv preprint arXiv:1003.2005"
1025,"arXiv preprint arXiv:1110.3435"
1888,"arXiv preprint arXiv:1204.5274"
1823,"arXiv preprint arXiv:1204.5276"
3887,"arXiv preprint arXiv:1206.6501"
4369,"arXiv preprint arXiv:1208.2671"
2412,"arXiv preprint arXiv:1305.1466"
1596,"arXiv preprint arXiv:1306.6327"
9261,"arXiv preprint arXiv:1307.5437"
9423,"arXiv preprint arXiv:1310.1947"
6001,"arXiv preprint arXiv:1401.2046"
6409,"arXiv preprint arXiv:1407.4864"
2273,"arXiv preprint arXiv:1407.7321"
8054,"arXiv preprint arXiv:1411.2173"
3760,"arXiv preprint arXiv:1503.07589"
6300,"arXiv preprint arXiv:1507.00966"
9707,"arXiv preprint arXiv:1507.02022"
5787,"arXiv preprint arXiv:1508.02608"
1180,"arXiv preprint arXiv:1509.00803"
3644,"arXiv preprint arXiv:1602.02077"
9455,"arXiv preprint arXiv:1603.07318"
5746,"arXiv preprint arXiv:1604.01706"
4487,"arXiv preprint arXiv:1607.03663"
4361,"arXiv preprint arXiv:1709.09250"
2864,"arXiv preprint arXiv:1710.10294"
6431,"arXiv preprint arXiv:1804.00065"
6375,"arXiv preprint arXiv:1807.11906"
7239,"arXiv preprint arXiv:1901.03906"
6528,"arXiv preprint arXiv:1902.08564"
7911,"arXiv preprint astro-ph/9509137"
6609,"arXiv preprint astro-ph/9511019"
71,"arXiv preprint cs/0204004"
96,"arXiv preprint cs/0204005"
46,"arXiv preprint cs/0204006"
2530,"arXiv preprint math/0012262"
2208,"Asaio Journal"
2436,"Asialink Essays"
54,"Asian J Anim Vet Adv"
7108,"Asian Journal of Atmospheric Environment"
7969,"Asian Journal of Control"
5021,"Asian Journal of Food and Agro-Industry"
5840,"Asian Journal of Food and Agro-Industry"
6705,"Asian Journal of Food and Agro-Industry"
5630,"Asian Journal of Mathematics"
1089,"Asian Journal of Organic Chemistry"
341,"Asian Security"
1398,"Asian Studies Review"
4279,"Asian Survey"
89,"Asian-australasian journal of animal sciences"
359,"Asian-australasian journal of animal sciences"
572,"Asian-australasian journal of animal sciences"
9990,"ASM International, ASM Handbook,"
2938,"Asm News"
9825,"Asm News"
3647,"ASME Conference Proceedings"
1143,"ASME Paper No. PVP2010-25270"
1666,ASME-PUBLICATIONS-FED
8053,"Astronomy & astrophysics"
3230,"Astroparticle physics"
8346,"Astroparticle physics"
8230,"Astrophysical Letters"
6526,"Asymptotic Analysis"
3927,Atmósfera
3658,"Atmospheric Environment"
3977,"Atmospheric Environment"
4812,"Atmospheric Environment"
2587,"Atmospheric Measurement Techniques"
7151,"Atmospheric Measurement Techniques"
4662,"Australian and New Zealand Sports Law Journal"
4058,"Australian journal of Education"
6020,"Australian Journal of Experimental Agriculture"
8503,"Australian Journal of Intelligent Information Processing Systems"
885,"Australian Journal of International Affairs"
2487,"Australian Journal of International Affairs"
3015,"Australian Journal of International Affairs"
3614,"Australian Journal of International Affairs"
8267,"Australian Journal of Plant Physiology"
4499,"Australian-Asian Perception Project Working Paper"
6923,"Auswirkungen der Liberalisierung im Agrar"
796,Autism
1356,Autism
5197,Autism
4638,"Autism Research"
169,"Automated Technology for Verification and Analysis"
8132,"Automation in Construction"
330,"Autonomic and Autacoid Pharmacology"
9290,Autophagy
5002,"Available at SSRN 1130150"
6045,"Available at SSRN 2185965"
9401,"Avances en Nutrición Acuícola VI. Memorias del VI Simposium Internacional de Nutrición Acuícola"
9960,"Avances en Nutrición Acuícola. VIII. Simposium Internacional de Nutrición Acuícola. Universidad Autónoma de Nuevo León, Monterrey, Nuevo León, México"
6870,"Aves de los medios urbano y agrícola"
9008,"Babson-Kaufman Entrepreneurship Research Conference. Wellesley, MA: Babson College"
9238,"Basic & Clinical Pharmacology & Toxicology"
9314,"Basic & Clinical Pharmacology & Toxicology"
1436,"BE Abstracts"
4905,"Behavior genetics"
5096,"Behavior genetics"
5161,"Behavior genetics"
5315,"Behavior genetics"
5641,"Behavior genetics"
84,"Behavior Therapy"
5242,"Behavioral Ecology"
6206,"Behavioral Ecology"
6507,"Behavioral Ecology"
9986,"Behavioral Ecology"
7633,"Behavioral Ecology and Sociobiology"
8084,"Behavioral Ecology and Sociobiology"
8321,"Behavioral Ecology and Sociobiology"
8443,"Behavioral Ecology and Sociobiology"
4813,"Behavioral neuroscience"
5748,"Behavioral neuroscience"
6806,"Behavioral neuroscience"
8813,"Behavioral neuroscience"
9511,Behaviour
628,"Behavioural brain research"
698,"Behavioural brain research"
959,"Behavioural brain research"
343,"Behavioural processes"
7076,"Beilstein journal of nanotechnology"
3801,"Beilstein journal of organic chemistry"
5542,"Beilstein journal of organic chemistry"
4013,"Belgian Journal of Zoology"
1860,"Big city politics in transition"
1988,"Big city politics, governance and fiscal constraints"
325,"Bilge International Journal of Science and Technology Research"
4174,Bioanalysis
4496,Bioanalysis
6935,Bioanalysis
6427,Biocell
5909,"Biochem Biophys Res Commun"
1787,"Biochemical and biophysical research communications"
2035,"Biochemical and biophysical research communications"
2169,"Biochemical and biophysical research communications"
2212,"Biochemical and biophysical research communications"
2477,"Biochemical and biophysical research communications"
2682,"Biochemical and biophysical research communications"
2803,"Biochemical and biophysical research communications"
3026,"Biochemical and biophysical research communications"
3328,"Biochemical and biophysical research communications"
3342,"Biochemical and biophysical research communications"
3356,"Biochemical and biophysical research communications"
3792,"Biochemical and biophysical research communications"
4123,"Biochemical and biophysical research communications"
4306,"Biochemical and biophysical research communications"
5211,"Biochemical and biophysical research communications"
5411,"Biochemical and biophysical research communications"
5744,"Biochemical and biophysical research communications"
6197,"Biochemical and biophysical research communications"
7206,"Biochemical and biophysical research communications"
8633,"Biochemical and biophysical research communications"
9689,"Biochemical and biophysical research communications"
2123,"Biochemical Engineering Journal"
8514,"Biochemical Engineering Journal"
1786,"Biochemical Journal"
1920,"Biochemical Journal"
2381,"Biochemical Journal"
2393,"Biochemical Journal"
2449,"Biochemical Journal"
3560,"Biochemical Journal"
7471,"Biochemical Journal"
8169,"Biochemical Journal"
9341,"Biochemical Journal"
504,"Biochemical pharmacology"
5498,"Biochemical pharmacology"
7049,"Biochemical pharmacology"
9484,"Biochemical pharmacology"
3161,"Biochemical Systematics and Ecology"
1791,Biochemistry
1959,Biochemistry
2002,Biochemistry
2081,Biochemistry
2740,Biochemistry
3054,Biochemistry
8985,Biochemistry
9152,"Biochemistry international"
8871,"Biochimica et Biophysica Acta"
1745,"Biochimica et Biophysica Acta (BBA)-Bioenergetics"
9536,"Biochimica et Biophysica Acta (BBA)-Bioenergetics"
5144,"Biochimica et Biophysica Acta (BBA)-General Subjects"
5333,"Biochimica et Biophysica Acta (BBA)-General Subjects"
5528,"Biochimica et Biophysica Acta (BBA)-General Subjects"
6524,"Biochimica et Biophysica Acta (BBA)-General Subjects"
8057,"Biochimica et Biophysica Acta (BBA)-General Subjects"
